1.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	-0.000000000000000000e+00
0.000000000000000000e+00	-0.000000000000000000e+00
1.000000000000000000e+00	0.000000000000000000e+00
3.155805879045338325e-02	-3.155805879045338325e-02
9.967389349307793304e-04	-9.967389349307793304e-04
1.000000000000000000e+00	0.000000000000000000e+00
6.302172861625097988e-02	-6.302172861625097988e-02
3.984968597628976011e-03	-3.984968597628976011e-03
1.000000000000000000e+00	0.000000000000000000e+00
9.429677733290377228e-02	-9.429677733290377228e-02
8.958730533051845538e-03	-8.958730533051845538e-03
1.000000000000000000e+00	0.000000000000000000e+00
1.252892862174027899e-01	-1.252892862174027899e-01
1.590810388297803080e-02	-1.590810388297803080e-02
1.000000000000000000e+00	0.000000000000000000e+00
1.559058061321056954e-01	-1.559058061321056954e-01
2.481922022246558363e-02	-2.481922022246558363e-02
1.000000000000000000e+00	0.000000000000000000e+00
1.860535130331841536e-01	-1.860535130331841536e-01
3.567428430327732047e-02	-3.567428430327732047e-02
1.000000000000000000e+00	0.000000000000000000e+00
2.156403626064599677e-01	-2.156403626064599677e-01
4.845160067669890963e-02	-4.845160067669890963e-02
1.000000000000000000e+00	0.000000000000000000e+00
2.445752438145759600e-01	-2.445752438145759600e-01
6.312560616035563232e-02	-6.312560616035563232e-02
1.000000000000000000e+00	0.000000000000000000e+00
2.727681311408434728e-01	-2.727681311408434728e-01
7.966690810585826121e-02	-7.966690810585826121e-02
1.000000000000000000e+00	0.000000000000000000e+00
3.001302353167791259e-01	-3.001302353167791259e-01
9.804232841638693685e-02	-9.804232841638693685e-02
1.000000000000000000e+00	0.000000000000000000e+00
3.265741523222888687e-01	-3.265741523222888687e-01
1.182149532556640847e-01	-1.182149532556640847e-01
1.000000000000000000e+00	0.000000000000000000e+00
3.520140104496705669e-01	-3.520140104496705669e-01
1.401441883821813728e-01	-1.401441883821813728e-01
1.000000000000000000e+00	0.000000000000000000e+00
3.763656152250923759e-01	-3.763656152250923759e-01
1.637858200350440496e-01	-1.637858200350440496e-01
1.000000000000000000e+00	0.000000000000000000e+00
3.995465919839512048e-01	-3.995465919839512048e-01
1.890920812903843506e-01	-1.890920812903843506e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.214765258995276098e-01	-4.214765258995276098e-01
2.160117237999863438e-01	-2.160117237999863438e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.420770992676206768e-01	-4.420770992676206768e-01
2.444900948165644461e-01	-2.444900948165644461e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.612722258533722419e-01	-4.612722258533722419e-01
2.744692194030579624e-01	-2.744692194030579624e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.789881821102598414e-01	-4.789881821102598414e-01
3.058878877163512811e-01	-3.058878877163512811e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.951537350852595609e-01	-4.951537350852595609e-01
3.386817472490147307e-01	-3.386817472490147307e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.097002668284357219e-01	-5.097002668284357219e-01
3.727833999059896319e-01	-3.727833999059896319e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.225618951297102965e-01	-5.225618951297102965e-01
4.081225037866255678e-01	-4.081225037866255678e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.336755904102890025e-01	-5.336755904102890025e-01
4.446258795361229255e-01	-4.446258795361229255e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.429812886011684547e-01	-5.429812886011684547e-01
4.822176211242508170e-01	-4.822176211242508170e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.504219998463123487e-01	-5.504219998463123487e-01
5.208192109031987149e-01	-5.208192109031987149e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.559439128734674496e-01	-5.559439128734674496e-01
5.603496387906061749e-01	-5.603496387906061749e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.594964948811669281e-01	-5.594964948811669281e-01
6.007255254181770310e-01	-6.007255254181770310e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.610325867962523416e-01	-5.610325867962523416e-01
6.418612490808635052e-01	-6.418612490808635052e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.605084937622172303e-01	-5.605084937622172303e-01
6.836690763163766338e-01	-6.836690763163766338e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.578840707248307051e-01	-5.578840707248307051e-01
7.260592959397724755e-01	-7.260592959397724755e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.531228029878300090e-01	-5.531228029878300090e-01
7.689403563530744501e-01	-7.689403563530744501e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.461918816179749392e-01	-5.461918816179749392e-01
8.122190059453275879e-01	-8.122190059453275879e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.370622735854152507e-01	-5.370622735854152507e-01
8.558004363941457138e-01	-8.558004363941457138e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.257087865321358189e-01	-5.257087865321358189e-01
8.995884286757207526e-01	-8.995884286757207526e-01
1.000000000000000000e+00	0.000000000000000000e+00
5.121101280682064383e-01	-5.121101280682064383e-01
9.434855015864095362e-01	-9.434855015864095362e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.962489595026485789e-01	-4.962489595026485789e-01
9.873930625754032686e-01	-9.873930625754032686e-01
1.000000000000000000e+00	0.000000000000000000e+00
4.781119439229604695e-01	-4.781119439229604695e-01
1.031211560684643480e+00	-1.031211560684643480e+00
1.000000000000000000e+00	0.000000000000000000e+00
4.576897885446732372e-01	-4.576897885446732372e-01
1.074840641389033680e+00	-1.074840641389033680e+00
1.000000000000000000e+00	0.000000000000000000e+00
4.349772812597602067e-01	-4.349772812597602067e-01
1.118179303127178725e+00	-1.118179303127178725e+00
1.000000000000000000e+00	0.000000000000000000e+00
4.099733213202708115e-01	-4.099733213202708115e-01
1.161126055310297778e+00	-1.161126055310297778e+00
1.000000000000000000e+00	0.000000000000000000e+00
3.826809441011947976e-01	-3.826809441011947976e-01
1.203579077594658209e+00	-1.203579077594658209e+00
1.000000000000000000e+00	0.000000000000000000e+00
3.531073398942800035e-01	-3.531073398942800035e-01
1.245436380200847903e+00	-1.245436380200847903e+00
1.000000000000000000e+00	0.000000000000000000e+00
3.212638666923233188e-01	-3.212638666923233188e-01
1.286595965061437363e+00	-1.286595965061437363e+00
1.000000000000000000e+00	0.000000000000000000e+00
2.871660569313012057e-01	-2.871660569313012057e-01
1.326955987577101981e+00	-1.326955987577101981e+00
1.000000000000000000e+00	0.000000000000000000e+00
2.508336181656103392e-01	-2.508336181656103392e-01
1.366414918760079367e+00	-1.366414918760079367e+00
1.000000000000000000e+00	0.000000000000000000e+00
2.122904276596412898e-01	-2.122904276596412898e-01
