1,0.0,0.0
1,0.079,0.006
1,0.156,0.025
1,0.23,0.056
1,0.3,0.098
1,0.364,0.152
1,0.421,0.216
1,0.47,0.29
1,0.51,0.373
1,0.539,0.463
1,0.556,0.56
1,0.561,0.663
1,0.553,0.769
1,0.532,0.878
1,0.496,0.987
1,0.447,1.097
1,0.383,1.204
1,0.304,1.307
1,0.212,1.405
1,0.106,1.496
1,-0.012,1.579
1,-0.144,1.651
1,-0.287,1.713
1,-0.44,1.761
1,-0.602,1.796
1,-0.773,1.816
1,-0.95,1.819
1,-1.133,1.805
1,-1.319,1.774
1,-1.506,1.724
1,-1.694,1.655
1,-1.88,1.566
1,-2.062,1.459
1,-2.239,1.332
1,-2.407,1.186
1,-2.567,1.022
1,-2.715,0.84
1,-2.85,0.64
1,-2.969,0.425
1,-3.072,0.194
1,-3.157,-0.05
1,-3.222,-0.306
1,-3.265,-0.573
1,-3.286,-0.848
1,-3.284,-1.13
1,-3.257,-1.417
1,-3.205,-1.707
1,-3.127,-1.997
1,-3.023,-2.285
1,-2.892,-2.568
1,-2.735,-2.845
1,-2.552,-3.113
1,-2.344,-3.369
1,-2.111,-3.612
1,-1.854,-3.838
1,-1.574,-4.046
1,-1.273,-4.233
1,-0.952,-4.397
1,-0.613,-4.537
1,-0.257,-4.65
1,0.112,-4.735
1,0.493,-4.79
1,0.884,-4.814
1,1.281,-4.805
1,1.682,-4.764
1,2.084,-4.688
1,2.485,-4.579
1,2.882,-4.435
1,3.27,-4.256
1,3.649,-4.044
1,4.013,-3.798
1,4.362,-3.519
1,4.691,-3.209
1,4.998,-2.868
1,5.28,-2.499
1,5.534,-2.103
1,5.758,-1.682
1,5.95,-1.239
1,6.108,-0.776
1,6.229,-0.295
1,6.312,0.199
1,6.355,0.705
1,6.357,1.219
1,6.317,1.737
1,6.235,2.257
1,6.109,2.774
1,5.94,3.285
1,5.729,3.787
1,5.474,4.276
1,5.178,4.747
1,4.842,5.199
1,4.466,5.626
1,4.052,6.026
1,3.603,6.396
1,3.121,6.732
1,2.608,7.031
1,2.067,7.29
1,1.501,7.508
1,0.914,7.681
1,0.308,7.808
1,-0.311,7.887
1,-0.942,7.917
1,-1.579,7.895
1,-2.218,7.822
1,-2.855,7.697
1,-3.486,7.519
1,-4.107,7.29
1,-4.713,7.009
1,-5.3,6.677
1,-5.864,6.296
1,-6.4,5.867
1,-6.905,5.393
1,-7.375,4.875
1,-7.805,4.317
1,-8.193,3.72
1,-8.535,3.09
1,-8.829,2.428
1,-9.07,1.739
1,-9.257,1.027
1,-9.389,0.297
1,-9.462,-0.448
1,-9.475,-1.203
1,-9.428,-1.963
1,-9.32,-2.722
1,-9.15,-3.476
